grid_id,country,district_code,subcounty_code,parish_code,building_id,latitude,longitude,address,division,zip_code,house_number,street,city,region,address_status
UG-ENT-005199,UG,ENT,21403,UNASSIGNED,005199,0.1246164,32.528404,"11397 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11397,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005200,UG,ENT,21403,UNASSIGNED,005200,0.1214882,32.5363182,"11399 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11399,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005201,UG,ENT,21403,UNASSIGNED,005201,0.1241852,32.5347998,"11401 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11401,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005202,UG,ENT,21403,UNASSIGNED,005202,0.1272194,32.5308936,"11403 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11403,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005203,UG,ENT,21403,UNASSIGNED,005203,0.1310272,32.5333004,"11405 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11405,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005204,UG,ENT,21403,UNASSIGNED,005204,0.1113121,32.5299034,"11407 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11407,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005205,UG,ENT,21403,UNASSIGNED,005205,0.1125612,32.525645,"11409 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11409,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005206,UG,ENT,21403,UNASSIGNED,005206,0.1133042,32.5270722,"11411 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11411,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005207,UG,ENT,21403,UNASSIGNED,005207,0.1142056,32.5197034,"11413 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11413,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005208,UG,ENT,21403,UNASSIGNED,005208,0.1157596,32.5236266,"11415 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11415,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005209,UG,ENT,21403,UNASSIGNED,005209,0.1180192,32.5234242,"11417 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11417,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005210,UG,ENT,21403,UNASSIGNED,005210,0.1208357,32.52827,"11419 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11419,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005211,UG,ENT,21403,UNASSIGNED,005211,0.1203594,32.5331083,"11421 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11421,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005212,UG,ENT,21403,UNASSIGNED,005212,0.1301146,32.5479508,"11423 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11423,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005213,UG,ENT,21403,UNASSIGNED,005213,0.10104,32.5272326,"11425 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11425,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005214,UG,ENT,21403,UNASSIGNED,005214,0.1040106,32.5195526,"11427 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11427,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005215,UG,ENT,21403,UNASSIGNED,005215,0.1059138,32.5210476,"11429 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11429,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005216,UG,ENT,21403,UNASSIGNED,005216,0.1070998,32.5230856,"11431 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11431,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005217,UG,ENT,21403,UNASSIGNED,005217,0.1081794,32.5207678,"11433 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11433,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005218,UG,ENT,21403,UNASSIGNED,005218,0.1097656,32.5256564,"11435 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11435,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005219,UG,ENT,21403,UNASSIGNED,005219,0.1046168,32.535764,"11437 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11437,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005220,UG,ENT,21403,UNASSIGNED,005220,0.0928184,32.5267698,"11439 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11439,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005221,UG,ENT,21403,UNASSIGNED,005221,0.0970676,32.5223484,"11441 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11441,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005222,UG,ENT,21403,UNASSIGNED,005222,0.0986216,32.525868,"11443 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11443,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005223,UG,ENT,21403,UNASSIGNED,005223,0.0926656,32.5381578,"11445 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11445,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005224,UG,ENT,21403,UNASSIGNED,005224,0.0956728,32.5356076,"11447 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11447,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005225,UG,ENT,21403,UNASSIGNED,005225,0.0879224,32.5464404,"11449 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11449,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005226,UG,ENT,21403,UNASSIGNED,005226,0.0932094,32.5438072,"11451 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11451,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005227,UG,ENT,21402,UNASSIGNED,005227,0.0833706,32.4124144,"11453 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11453,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005228,UG,ENT,21402,UNASSIGNED,005228,0.0486794,32.4154926,"11455 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11455,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005229,UG,ENT,21402,UNASSIGNED,005229,0.0423166,32.4190106,"11457 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11457,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005230,UG,ENT,21402,UNASSIGNED,005230,0.03647,32.4254332,"11459 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11459,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005231,UG,ENT,21402,UNASSIGNED,005231,0.028396,32.4277768,"11461 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11461,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005232,UG,ENT,21402,UNASSIGNED,005232,0.0315634,32.4315396,"11463 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11463,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005233,UG,ENT,21403,UNASSIGNED,005233,0.0803522,32.5200956,"11465 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11465,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005234,UG,ENT,21403,UNASSIGNED,005234,0.0859414,32.532057,"11467 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11467,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005235,UG,ENT,21403,UNASSIGNED,005235,0.07397,32.5218694,"11469 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11469,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005236,UG,ENT,21403,UNASSIGNED,005236,0.0827776,32.549667,"11471 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11471,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005237,UG,ENT,21403,UNASSIGNED,005237,0.084595,32.5492994,"11473 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11473,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005238,UG,ENT,21403,UNASSIGNED,005238,0.0766912,32.5424862,"11475 Nile Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11475,Nile Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005239,UG,ENT,21403,UNASSIGNED,005239,0.055249,32.5195558,"11477 Independence Avenue, Airport, Entebbe, 21403, Uganda",Airport,21403,11477,Independence Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005240,UG,ENT,21403,UNASSIGNED,005240,0.0585114,32.52127,"11479 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11479,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005241,UG,ENT,21403,UNASSIGNED,005241,0.0622428,32.5242686,"11481 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11481,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005242,UG,ENT,21403,UNASSIGNED,005242,0.0653692,32.5218204,"11483 Kampala Road, Airport, Entebbe, 21403, Uganda",Airport,21403,11483,Kampala Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005243,UG,ENT,21402,UNASSIGNED,005243,0.1431272,32.4019378,"11485 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11485,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005244,UG,ENT,21402,UNASSIGNED,005244,0.1280998,32.4084724,"11487 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11487,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005245,UG,ENT,21402,UNASSIGNED,005245,0.1126694,32.4010102,"11489 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11489,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005246,UG,ENT,21402,UNASSIGNED,005246,0.1213142,32.4129766,"11491 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11491,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005247,UG,ENT,21402,UNASSIGNED,005247,0.1170842,32.419495,"11493 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11493,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005248,UG,ENT,21402,UNASSIGNED,005248,0.0884808,32.4085568,"11495 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11495,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005249,UG,ENT,21402,UNASSIGNED,005249,0.1025336,32.4119778,"11497 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11497,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005250,UG,ENT,21402,UNASSIGNED,005250,0.1088122,32.4191266,"11499 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11499,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005251,UG,ENT,21402,UNASSIGNED,005251,0.1054408,32.430427,"11501 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11501,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005252,UG,ENT,21402,UNASSIGNED,005252,0.0984386,32.429186,"11503 Lake Victoria Drive, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11503,Lake Victoria Drive,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005253,UG,ENT,21404,UNASSIGNED,005253,0.0780936,32.4511258,"11505 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11505,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005254,UG,ENT,21404,UNASSIGNED,005254,0.0796968,32.4517466,"11507 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11507,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005255,UG,ENT,21404,UNASSIGNED,005255,0.0818476,32.452906,"11509 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11509,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005256,UG,ENT,21404,UNASSIGNED,005256,0.0666234,32.4506934,"11511 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11511,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005257,UG,ENT,21404,UNASSIGNED,005257,0.068496,32.4514324,"11513 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11513,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005258,UG,ENT,21404,UNASSIGNED,005258,0.0699427,32.4518433,"11515 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11515,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005259,UG,ENT,21404,UNASSIGNED,005259,0.0715981,32.4527451,"11517 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11517,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005260,UG,ENT,21404,UNASSIGNED,005260,0.0735558,32.4515554,"11519 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11519,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005261,UG,ENT,21404,UNASSIGNED,005261,0.0757213,32.449715,"11521 Airport Boulevard, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11521,Airport Boulevard,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005262,UG,ENT,21404,UNASSIGNED,005262,0.077605,32.454815,"11523 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11523,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005263,UG,ENT,21404,UNASSIGNED,005263,0.0783982,32.4585848,"11525 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11525,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005264,UG,ENT,21404,UNASSIGNED,005264,0.0796194,32.4571366,"11527 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11527,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005265,UG,ENT,21404,UNASSIGNED,005265,0.0812712,32.4548784,"11529 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11529,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005266,UG,ENT,21404,UNASSIGNED,005266,0.0834222,32.4541338,"11531 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11531,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005267,UG,ENT,21401,UNASSIGNED,005267,0.0791912,32.4747042,"11533 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11533,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005268,UG,ENT,21401,UNASSIGNED,005268,0.0808964,32.4704114,"11535 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11535,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005269,UG,ENT,21401,UNASSIGNED,005269,0.0826022,32.4713756,"11537 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11537,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005270,UG,ENT,21401,UNASSIGNED,005270,0.0841342,32.4731524,"11539 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11539,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005271,UG,ENT,21401,UNASSIGNED,005271,0.0855324,32.4752344,"11541 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11541,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005272,UG,ENT,21401,UNASSIGNED,005272,0.086808,32.4682214,"11543 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11543,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005273,UG,ENT,21404,UNASSIGNED,005273,0.0663709,32.4553107,"11545 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11545,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005274,UG,ENT,21404,UNASSIGNED,005274,0.067116,32.4546256,"11547 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11547,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005275,UG,ENT,21404,UNASSIGNED,005275,0.067972,32.4538992,"11549 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11549,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005276,UG,ENT,21404,UNASSIGNED,005276,0.068992,32.4568756,"11551 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11551,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005277,UG,ENT,21404,UNASSIGNED,005277,0.0698186,32.4582547,"11553 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11553,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005278,UG,ENT,21404,UNASSIGNED,005278,0.071155,32.4569848,"11555 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11555,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005279,UG,ENT,21404,UNASSIGNED,005279,0.0727344,32.4546456,"11557 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11557,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005280,UG,ENT,21401,UNASSIGNED,005280,0.074204,32.4605732,"11559 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11559,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005281,UG,ENT,21401,UNASSIGNED,005281,0.0754474,32.461557,"11561 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11561,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005282,UG,ENT,21401,UNASSIGNED,005282,0.076386,32.463811,"11563 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11563,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005283,UG,ENT,21401,UNASSIGNED,005283,0.0665716,32.4714018,"11565 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11565,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005284,UG,ENT,21401,UNASSIGNED,005284,0.0675716,32.4704121,"11567 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11567,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005285,UG,ENT,21401,UNASSIGNED,005285,0.0684284,32.4695608,"11569 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11569,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005286,UG,ENT,21401,UNASSIGNED,005286,0.0694576,32.4668762,"11571 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11571,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005287,UG,ENT,21401,UNASSIGNED,005287,0.0703838,32.4696992,"11573 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11573,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005288,UG,ENT,21401,UNASSIGNED,005288,0.0715172,32.470402,"11575 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11575,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005289,UG,ENT,21401,UNASSIGNED,005289,0.0723796,32.4751722,"11577 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11577,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005290,UG,ENT,21401,UNASSIGNED,005290,0.0738932,32.4666748,"11579 Entebbe Road, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11579,Entebbe Road,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005291,UG,ENT,21404,UNASSIGNED,005291,0.0601006,32.453414,"11581 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11581,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005292,UG,ENT,21404,UNASSIGNED,005292,0.0637298,32.4534086,"11583 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11583,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005293,UG,ENT,21404,UNASSIGNED,005293,0.0654872,32.4522278,"11585 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11585,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005294,UG,ENT,21402,UNASSIGNED,005294,0.0450962,32.4432546,"11587 Airport Boulevard, Lake Victoria, Entebbe, 21402, Uganda",Lake Victoria,21402,11587,Airport Boulevard,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005295,UG,ENT,21404,UNASSIGNED,005295,0.0557218,32.4584532,"11589 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11589,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005296,UG,ENT,21404,UNASSIGNED,005296,0.0565497,32.4597776,"11591 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11591,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005297,UG,ENT,21401,UNASSIGNED,005297,0.0573936,32.463227,"11593 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11593,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005298,UG,ENT,21401,UNASSIGNED,005298,0.0583478,32.460488,"11595 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11595,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005299,UG,ENT,21404,UNASSIGNED,005299,0.0592201,32.4575005,"11597 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11597,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005300,UG,ENT,21401,UNASSIGNED,005300,0.0599947,32.46227,"11599 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11599,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005301,UG,ENT,21404,UNASSIGNED,005301,0.060592,32.457307,"11601 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11601,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005302,UG,ENT,21404,UNASSIGNED,005302,0.0612336,32.4594332,"11603 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11603,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005303,UG,ENT,21404,UNASSIGNED,005303,0.0618359,32.4599169,"11605 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11605,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005304,UG,ENT,21401,UNASSIGNED,005304,0.0625706,32.461074,"11607 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11607,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005305,UG,ENT,21404,UNASSIGNED,005305,0.0633164,32.4541542,"11609 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11609,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005306,UG,ENT,21401,UNASSIGNED,005306,0.0640138,32.4628832,"11611 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11611,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005307,UG,ENT,21404,UNASSIGNED,005307,0.0647496,32.4573697,"11613 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11613,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005308,UG,ENT,21404,UNASSIGNED,005308,0.0655596,32.4547224,"11615 Victoria Avenue, Katabi, Entebbe, 21404, Uganda",Katabi,21404,11615,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
UG-ENT-005309,UG,ENT,21401,UNASSIGNED,005309,0.0566538,32.4648331,"11617 Victoria Avenue, Entebbe Central, Entebbe, 21401, Uganda",Entebbe Central,21401,11617,Victoria Avenue,Entebbe,Central Region,Proposed / synthetic — not an official postal address
